Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),October` 2023 - Program - Col (3),October` 2023 - Actual - Col (4),October` 2023 - Actual Same Month 2022-23 - Col (5),October` 2023 - % of Program Col. (4/3) - Col (6),October` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to October` 2023 - Program - Col (8),April` 2023 to October` 2023 - Actual - Col (9),April` 2023 to October` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to October` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to October` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - October` 2023 - Program - Col (13),Plant Load Factor (%) - October` 2023 - Actual - Col (14),Plant Load Factor (%) - October` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to October` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to October` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to October` 2023 - Actual Same Peroid 2022-23 - Col (18)
828,Eastern Region,Jharkhand,Pvt Sector,JOJOBERA TPS,NA,240,1700,128,140.01,145.46,109.38,96.25,980,1106.07,1067.49,112.86,103.61,71.68,78.41,81.46,79.5,89.73,86.6
829,Eastern Region,Jharkhand,Pvt Sector,TATA PCL,Coal,240,1700,128,140.01,145.46,109.38,96.25,980,1106.07,1067.49,112.86,103.61,71.68,78.41,81.46,79.5,89.73,86.6
830,Eastern Region,Jharkhand,Pvt Sector,Pvt Sector,Thermal,1830,12800,1010,1194.55,1038.56,118.27,115.02,7609,7926.28,7903.73,104.17,100.29,74.18,87.74,76.28,80.96,84.33,84.09
831,Eastern Region,Jharkhand,Central Sector,BOKARO TPS `A` EXP,NA,500,3500,295,288.12,275.38,97.67,104.63,2241,2021.68,2150.22,90.21,94.02,79.3,77.45,74.03,87.27,78.73,83.73
832,Eastern Region,Jharkhand,Central Sector,CHANDRAPURA (DVC) TPS,NA,500,3500,264,299.76,307.67,113.55,97.43,2020,2192.41,2091.69,108.54,104.82,70.97,80.58,82.71,78.66,85.37,81.45
833,Eastern Region,Jharkhand,Central Sector,KODARMA TPP,NA,1000,7000,549,538.5,532.01,98.09,101.22,3934,4310.1,4035.01,109.56,106.82,73.79,72.38,71.51,76.6,83.92,78.56
834,Eastern Region,Jharkhand,Central Sector,DVC,Coal,2000,14000,1108,1126.38,1115.06,101.66,101.02,8195,8524.19,8276.92,104.02,102.99,74.46,75.7,74.94,79.78,82.98,80.58
835,Eastern Region,Jharkhand,Central Sector,NORTH KARANPURA TPP,NA,660,4500,263,436.18,0,165.85,0,2082,2890.31,0,138.82,0,53.56,88.83,0,61.42,85.27,0
836,Eastern Region,Jharkhand,Central Sector,NTPC Ltd.,Coal,660,4500,263,436.18,0,165.85,0,2082,2890.31,0,138.82,0,53.56,88.83,0,61.42,85.27,0
837,Eastern Region,Jharkhand,Central Sector,Central,Thermal,2660,18500,1371,1562.56,1115.06,113.97,140.13,10277,11414.5,8276.92,111.07,137.91,69.28,78.96,74.94,75.22,83.55,80.58
838,Eastern Region,Jharkhand,Central Sector,PANCHET HPS,NA,80,142,22,33.58,33.72,152.64,99.58,118,81.96,116.33,69.46,70.45,NA,NA,NA,NA,NA,NA
839,Eastern Region,Jharkhand,Central Sector,DVC,Hydro,80,142,22,33.58,33.72,152.64,99.58,118,81.96,116.33,69.46,70.45,NA,NA,NA,NA,NA,NA
840,Eastern Region,Jharkhand,Central Sector,Central,Hydro,80,142,22,33.58,33.72,152.64,99.58,118,81.96,116.33,69.46,70.45,NA,NA,NA,NA,NA,NA
841,Eastern Region,Jharkhand,Central Sector,Total,Thermal,4910,33600,2560,2987.28,2371.62,116.69,125.96,19183,20572.65,17703.75,107.24,116.21,70.08,81.78,75,76.07,81.58,81.11
842,Eastern Region,Jharkhand,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
843,Eastern Region,Jharkhand,Central Sector,Total,Hydro,210,252,36,76.2,97.37,211.67,78.26,200,145.56,271.18,72.78,53.68,NA,NA,NA,NA,NA,NA
844,Eastern Region,Jharkhand,Central Sector,Total,Jharkhand,5120,33852,2596,3063.48,2468.99,118.01,124.08,19383,20718.21,17974.93,106.89,115.26,NA,NA,NA,NA,NA,NA
845,Eastern Region,Odisha,State Sector,IB VALLEY TPS,NA,1740,12800,1129,786.59,1076,69.67,73.1,7554,6932.23,6630.59,91.77,104.55,87.21,60.76,83.12,84.53,77.57,74.2
846,Eastern Region,Odisha,State Sector,OPGC,Coal,1740,12800,1129,786.59,1076,69.67,73.1,7554,6932.23,6630.59,91.77,104.55,87.21,60.76,83.12,84.53,77.57,74.2
847,Eastern Region,Odisha,State Sector,State Sector,Thermal,1740,12800,1129,786.59,1076,69.67,73.1,7554,6932.23,6630.59,91.77,104.55,87.21,60.76,83.12,84.53,77.57,74.2
848,Eastern Region,Odisha,State Sector,MACHKUND HPS,NA,114.75,626,49,86.58,51.68,176.69,167.53,368,520.08,323.47,141.33,160.78,NA,NA,NA,NA,NA,NA
849,Eastern Region,Odisha,State Sector,APGENCO,Hydro,114.75,626,49,86.58,51.68,176.69,167.53,368,520.08,323.47,141.33,160.78,NA,NA,NA,NA,NA,NA
850,Eastern Region,Odisha,State Sector,BALIMELA HPS,NA,510,1183,140,110.22,59.41,78.73,185.52,813,670.61,731.92,82.49,91.62,NA,NA,NA,NA,NA,NA
851,Eastern Region,Odisha,State Sector,CHIPLIMA HPS,NA,72,650,84,40.4,44.37,48.1,91.05,504,218.2,239.38,43.29,91.15,NA,NA,NA,NA,NA,NA
852,Eastern Region,Odisha,State Sector,HIRAKUD HPS,NA,287.8,330,45,130.33,169.91,289.62,76.71,232,741.14,764.24,319.46,96.98,NA,NA,NA,NA,NA,NA
853,Eastern Region,Odisha,State Sector,RENGALI HPS,NA,250,950,122,141.08,128.75,115.64,109.58,832,604.49,567.66,72.66,106.49,NA,NA,NA,NA,NA,NA
854,Eastern Region,Odisha,State Sector,UPPER INDRAVATI HPS,NA,600,1600,186,260.31,269.25,139.95,96.68,1076,1141.27,930.07,106.07,122.71,NA,NA,NA,NA,NA,NA
855,Eastern Region,Odisha,State Sector,UPPER KOLAB HPS,NA,320,650,73,66.82,59.48,91.53,112.34,371,351.35,260.83,94.7,134.7,NA,NA,NA,NA,NA,NA
856,Eastern Region,Odisha,State Sector,OHPC,Hydro,2039.8,5363,650,749.16,731.17,115.26,102.46,3828,3727.06,3494.1,97.36,106.67,NA,NA,NA,NA,NA,NA
857,Eastern Region,Odisha,State Sector,State Sector,Hydro,2154.55,5989,699,835.74,782.85,119.56,106.76,4196,4247.14,3817.57,101.22,111.25,NA,NA,NA,NA,NA,NA
858,Eastern Region,Odisha,Pvt Sector,KAMALANGA TPS,NA,1050,7200,541,660.38,607,122.07,108.79,4195,4310.88,3933.21,102.76,109.6,69.25,84.53,77.7,77.79,79.94,72.93
859,Eastern Region,Odisha,Pvt Sector,GMR ENERG,Coal,1050,7200,541,660.38,607,122.07,108.79,4195,4310.88,3933.21,102.76,109.6,69.25,84.53,77.7,77.79,79.94,72.93
860,Eastern Region,Odisha,Pvt Sector,UTKAL TPP (IND BARATH),NA,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Eastern Region,Odisha,Pvt Sector,IBPIL,Coal,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,Eastern Region,Odisha,Pvt Sector,ICCL IMP,NA,0,250,21,32.62,32.17,155.33,101.4,147,189.27,176.85,128.76,107.02,NA,NA,NA,NA,NA,NA
863,Eastern Region,Odisha,Pvt Sector,ICCL,Coal,0,250,21,32.62,32.17,155.33,101.4,147,189.27,176.85,128.76,107.02,0,0,0,0,0,0
864,Eastern Region,Odisha,Pvt Sector,DERANG TPP,NA,1200,6800,541,809.94,647.69,149.71,125.05,3749,4680.2,4318.25,124.84,108.38,60.6,90.72,72.55,60.83,75.94,70.07
865,Eastern Region,Odisha,Pvt Sector,JITPL,Coal,1200,6800,541,809.94,647.69,149.71,125.05,3749,4680.2,4318.25,124.84,108.38,60.6,90.72,72.55,60.83,75.94,70.07
866,Eastern Region,Odisha,Pvt Sector,LANCO BABANDH TPP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Eastern Region,Odisha,Pvt Sector,LBPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Eastern Region,Odisha,Pvt Sector,NALCO IMP,NA,0,100,8,6.85,0,85.63,0,59,59.19,0,100.32,0,NA,NA,NA,NA,NA,NA
869,Eastern Region,Odisha,Pvt Sector,NALCO,Coal,0,100,8,6.85,0,85.63,0,59,59.19,0,100.32,0,0,0,0,0,0,0
870,Eastern Region,Odisha,Pvt Sector,VEDANTA TPP,NA,600,3000,222,243.85,269.72,109.84,90.41,1773,1465.33,1878.12,82.65,78.02,49.73,54.63,60.42,57.54,47.55,60.95
871,Eastern Region,Odisha,Pvt Sector,VEDANTA,Coal,600,3000,222,243.85,269.72,109.84,90.41,1773,1465.33,1878.12,82.65,78.02,49.73,54.63,60.42,57.54,47.55,60.95
872,Eastern Region,Odisha,Pvt Sector,Pvt Sector,Thermal,3200,17350,1333,1753.64,1556.58,131.56,112.66,9923,10704.87,10306.43,107.88,103.87,54.77,72,64.03,59.12,63.62,61.63
873,Eastern Region,Odisha,Central Sector,ROURKELA PP-II EXPANSION,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Eastern Region,Odisha,Central Sector,NSPCL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,Eastern Region,Odisha,Central Sector,DARLIPALI STPS,NA,1600,12700,1171,1164.72,927.98,99.46,125.51,8091,6474.79,6079.51,80.02,106.5,98.37,97.84,77.96,98.46,78.79,73.98
876,Eastern Region,Odisha,Central Sector,TALCHER STPS,NA,3000,24125,1737,2137.73,1993.01,123.07,107.26,14170,12805.66,13734.53,90.37,93.24,77.82,95.78,89.29,91.97,83.11,89.14
877,Eastern Region,Odisha,Central Sector,NTPC Ltd.,Coal,4600,36825,2908,3302.45,2920.99,113.56,113.06,22261,19280.45,19814.04,86.61,97.31,84.97,96.5,85.35,94.22,81.61,83.87
878,Eastern Region,Odisha,Central Sector,Central,Thermal,4600,36825,2908,3302.45,2920.99,113.56,113.06,22261,19280.45,19814.04,86.61,97.31,80.59,96.5,85.35,89.37,81.61,83.87
879,Eastern Region,Odisha,Central Sector,Total,Thermal,9540,66975,5370,5842.68,5553.57,108.8,105.21,39738,36917.55,36751.06,92.9,100.45,73.33,81.76,77.79,78.62,74.84,74.65
880,Eastern Region,Odisha,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
881,Eastern Region,Odisha,Central Sector,Total,Hydro,2154.55,5989,699,835.74,782.85,119.56,106.76,4196,4247.14,3817.57,101.22,111.25,NA,NA,NA,NA,NA,NA
882,Eastern Region,Odisha,Central Sector,Total,Odisha,11694.55,72964,6069,6678.42,6336.42,110.04,105.4,43934,41164.69,40568.63,93.7,101.47,NA,NA,NA,NA,NA,NA
883,Eastern Region,Sikkim,State Sector,TEESTA-III HPS,NA,1200,5652,548,64.68,678.92,11.8,9.53,4613,4292.76,5180.35,93.06,82.87,NA,NA,NA,NA,NA,NA
884,Eastern Region,Sikkim,State Sector,TUL,Hydro,1200,5652,548,64.68,678.92,11.8,9.53,4613,4292.76,5180.35,93.06,82.87,NA,NA,NA,NA,NA,NA
885,Eastern Region,Sikkim,State Sector,State Sector,Hydro,1200,5652,548,64.68,678.92,11.8,9.53,4613,4292.76,5180.35,93.06,82.87,NA,NA,NA,NA,NA,NA
886,Eastern Region,Sikkim,Pvt Sector,JORETHANG LOOP,NA,96,412,52,52.93,59.16,101.79,89.47,339,309.66,371.14,91.35,83.43,NA,NA,NA,NA,NA,NA
887,Eastern Region,Sikkim,Pvt Sector,DEPL,Hydro,96,412,52,52.93,59.16,101.79,89.47,339,309.66,371.14,91.35,83.43,NA,NA,NA,NA,NA,NA
888,Eastern Region,Sikkim,Pvt Sector,CHUZACHEN HPS,NA,110,537,62,52.43,54.83,84.56,95.62,473,420.68,452.75,88.94,92.92,NA,NA,NA,NA,NA,NA
889,Eastern Region,Sikkim,Pvt Sector,GIPL,Hydro,110,537,62,52.43,54.83,84.56,95.62,473,420.68,452.75,88.94,92.92,NA,NA,NA,NA,NA,NA
890,Eastern Region,Sikkim,Pvt Sector,RONGNICHU HPS,NA,113,442,71,46.11,51.65,64.94,89.27,367,352,384.94,95.91,91.44,NA,NA,NA,NA,NA,NA
891,Eastern Region,Sikkim,Pvt Sector,MBPC,Hydro,113,442,71,46.11,51.65,64.94,89.27,367,352,384.94,95.91,91.44,NA,NA,NA,NA,NA,NA
892,Eastern Region,Sikkim,Pvt Sector,TASHIDING HPS,NA,97,436,51,55.24,61.04,108.31,90.5,364,355.63,392.07,97.7,90.71,NA,NA,NA,NA,NA,NA
893,Eastern Region,Sikkim,Pvt Sector,SEPL,Hydro,97,436,51,55.24,61.04,108.31,90.5,364,355.63,392.07,97.7,90.71,NA,NA,NA,NA,NA,NA
894,Eastern Region,Sikkim,Pvt Sector,DIKCHU HPS,NA,96,463,46,6.04,62.47,13.13,9.67,409,394.08,475.6,96.35,82.86,NA,NA,NA,NA,NA,NA
895,Eastern Region,Sikkim,Pvt Sector,SKPPPL,Hydro,96,463,46,6.04,62.47,13.13,9.67,409,394.08,475.6,96.35,82.86,NA,NA,NA,NA,NA,NA
896,Eastern Region,Sikkim,Pvt Sector,Pvt Sector,Hydro,512,2290,282,212.75,289.15,75.44,73.58,1952,1832.05,2076.5,93.86,88.23,NA,NA,NA,NA,NA,NA
897,Eastern Region,Sikkim,Central Sector,RANGIT HPS,NA,60,318,40,37.48,45.15,93.7,83.01,243,220.54,270.44,90.76,81.55,NA,NA,NA,NA,NA,NA
898,Eastern Region,Sikkim,Central Sector,TEESTA V HPS,NA,510,2694,301,37.39,337.34,12.42,11.08,2216,1965.98,2355.63,88.72,83.46,NA,NA,NA,NA,NA,NA
899,Eastern Region,Sikkim,Central Sector,NHPC,Hydro,570,3012,341,74.87,382.49,21.96,19.57,2459,2186.52,2626.07,88.92,83.26,NA,NA,NA,NA,NA,NA
900,Eastern Region,Sikkim,Central Sector,Central,Hydro,570,3012,341,74.87,382.49,21.96,19.57,2459,2186.52,2626.07,88.92,83.26,NA,NA,NA,NA,NA,NA
901,Eastern Region,Sikkim,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
902,Eastern Region,Sikkim,Central Sector,Total,Hydro,2282,10954,1171,352.3,1350.56,30.09,26.09,9024,8311.33,9882.92,92.1,84.1,NA,NA,NA,NA,NA,NA
903,Eastern Region,Sikkim,Central Sector,Total,Sikkim,2282,10954,1171,352.3,1350.56,30.09,26.09,9024,8311.33,9882.92,92.1,84.1,NA,NA,NA,NA,NA,NA
904,Eastern Region,West Bengal,State Sector,D.P.L. TPS,NA,550,2500,210,144.14,196.73,68.64,73.27,1411,1375.04,1412.51,97.45,97.35,51.32,35.22,48.08,49.95,48.68,50
905,Eastern Region,West Bengal,State Sector,DPL,Coal,550,2500,210,144.14,196.73,68.64,73.27,1411,1375.04,1412.51,97.45,97.35,51.32,35.22,48.08,49.95,48.68,50
906,Eastern Region,West Bengal,State Sector,BAKRESWAR TPS,NA,1050,8425,743,693.36,768.4,93.32,90.23,4853,4473.15,4797.54,92.17,93.24,95.11,88.76,98.36,89.99,82.95,88.96
907,Eastern Region,West Bengal,State Sector,BANDEL TPS,NA,270,1750,141,159.71,165.86,113.27,96.29,1054,1037.91,1022.09,98.47,101.55,70.19,79.51,82.57,76.01,74.85,73.71
908,Eastern Region,West Bengal,State Sector,KOLAGHAT TPS,NA,840,4500,354,487.52,483.83,137.72,100.76,2679,2840.12,2631.33,106.01,107.93,56.64,78.01,77.42,62.1,65.83,60.99
909,Eastern Region,West Bengal,State Sector,SAGARDIGHI TPS,NA,1600,11000,884,931.4,1102.49,105.36,84.48,6063,6452.66,6829.97,106.43,94.48,74.26,78.24,92.62,73.78,78.52,83.11
910,Eastern Region,West Bengal,State Sector,SANTALDIH TPS,NA,500,3500,229,376.41,361.85,164.37,104.02,2059,2319.85,2233.5,112.67,103.87,61.56,101.19,97.27,80.18,90.34,86.97
911,Eastern Region,West Bengal,State Sector,WBPDC,Coal,4260,29175,2351,2648.4,2882.43,112.65,91.88,16708,17123.69,17514.43,102.49,97.77,74.18,83.56,90.94,76.36,78.26,80.05
912,Eastern Region,West Bengal,State Sector,State Sector,Thermal,4810,31675,2561,2792.54,3079.16,109.04,90.69,18119,18498.73,18926.94,102.1,97.74,71.56,78.03,86.04,73.34,74.88,76.61
913,Eastern Region,West Bengal,State Sector,HALDIA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
914,Eastern Region,West Bengal,State Sector,KASBA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
915,Eastern Region,West Bengal,State Sector,WBPDC,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
916,Eastern Region,West Bengal,State Sector,State Sector,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
917,Eastern Region,West Bengal,State Sector,JALDHAKA HPS ST-I,NA,36,142,20,22.84,21.88,114.2,104.39,118,128.93,138.15,109.26,93.33,NA,NA,NA,NA,NA,NA
918,Eastern Region,West Bengal,State Sector,PURULIA PSS HPS,NA,900,1200,110,113.07,121.54,102.79,93.03,680,801.03,826.24,117.8,96.95,NA,NA,NA,NA,NA,NA
919,Eastern Region,West Bengal,State Sector,RAMMAM HPS,NA,50,218,28,20.41,31.67,72.89,64.45,180,111.74,188.82,62.08,59.18,NA,NA,NA,NA,NA,NA
920,Eastern Region,West Bengal,State Sector,WBSEDCL,Hydro,986,1560,158,156.32,175.09,98.94,89.28,978,1041.7,1153.21,106.51,90.33,NA,NA,NA,NA,NA,NA
921,Eastern Region,West Bengal,State Sector,State Sector,Hydro,986,1560,158,156.32,175.09,98.94,89.28,978,1041.7,1153.21,106.51,90.33,NA,NA,NA,NA,NA,NA
922,Eastern Region,West Bengal,Pvt Sector,BUDGE BUDGE TPS,NA,750,5900,520,510.56,486.45,98.18,104.96,3581,3577.04,3300.43,99.89,108.38,93.19,91.5,87.18,92.96,92.86,85.68
923,Eastern Region,West Bengal,Pvt Sector,SOUTHERN REPL. TPS,NA,135,360,22,63.09,32.21,286.77,195.87,214,545.19,566.65,254.76,96.21,21.9,62.81,32.07,30.86,78.63,81.73
924,Eastern Region,West Bengal,Pvt Sector,TITAGARH TPS,NA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,Eastern Region,West Bengal,Pvt Sector,CESC,Coal,1125,6260,542,573.65,518.66,105.84,110.6,3795,4122.23,3867.08,108.62,106.6,64.76,68.54,61.97,65.68,71.34,66.93
926,Eastern Region,West Bengal,Pvt Sector,DISHERGARH TPP,NA,12,0,0,3.79,0,0,0,0,30.27,7.85,0,385.61,0,42.45,0,0,49.11,12.74
927,Eastern Region,West Bengal,Pvt Sector,DPSCLTD,Coal,12,0,0,3.79,0,0,0,0,30.27,7.85,0,385.61,0,42.45,0,0,49.11,12.74
928,Eastern Region,West Bengal,Pvt Sector,HALDIA TPP,NA,600,4500,351,389.68,386.59,111.02,100.8,2663,2877.47,2656.7,108.05,108.31,78.63,87.29,86.6,86.42,93.38,86.21
929,Eastern Region,West Bengal,Pvt Sector,HEL,Coal,600,4500,351,389.68,386.59,111.02,100.8,2663,2877.47,2656.7,108.05,108.31,78.63,87.29,86.6,86.42,93.38,86.21
930,Eastern Region,West Bengal,Pvt Sector,HIRANMAYE TPP,NA,300,1800,135,182.56,142.84,135.23,127.81,1066,1087.39,1100.25,102.01,98.83,60.48,81.79,64,69.18,70.57,71.41
931,Eastern Region,West Bengal,Pvt Sector,HMEL,Coal,300,1800,135,182.56,142.84,135.23,127.81,1066,1087.39,1100.25,102.01,98.83,60.48,81.79,64,69.18,70.57,71.41
932,Eastern Region,West Bengal,Pvt Sector,Pvt Sector,Thermal,2037,12560,1028,1149.68,1048.09,111.84,109.69,7524,8117.36,7631.88,107.89,106.36,68.23,75.86,69.16,72.34,77.59,72.95
933,Eastern Region,West Bengal,Central Sector,DURGAPUR STEEL TPS,NA,1000,6900,541,559.76,548.17,103.47,102.11,4154,4420.56,3872.42,106.42,114.15,72.72,75.24,73.68,80.88,86.07,75.4
934,Eastern Region,West Bengal,Central Sector,DURGAPUR TPS,NA,0,0,0,0,0,0,0,0,0,135.12,0,0,0,0,0,0,0,12.53
935,Eastern Region,West Bengal,Central Sector,MEJIA TPS,NA,2340,16100,1238,1193.54,1021.96,96.41,116.79,9540,8723.94,8878.84,91.45,98.26,71.11,68.56,58.7,79.38,72.59,73.88
936,Eastern Region,West Bengal,Central Sector,RAGHUNATHPUR TPP,NA,1200,6700,536,509.56,378.57,95.07,134.6,3712,4206.55,3428.4,113.32,122.7,60.04,57.07,42.4,60.23,68.25,55.63
937,Eastern Region,West Bengal,Central Sector,DVC,Coal,4540,29700,2315,2262.86,1948.7,97.75,116.12,17406,17351.05,16314.78,99.68,106.35,68.54,66.99,55.14,74.65,74.41,66.87
938,Eastern Region,West Bengal,Central Sector,FARAKKA STPS,NA,2100,13700,1074,1160.39,923.5,108.04,125.65,8255,8143.91,7144.87,98.65,113.98,68.74,74.27,59.11,76.54,75.51,66.24
939,Eastern Region,West Bengal,Central Sector,NTPC Ltd.,Coal,2100,13700,1074,1160.39,923.5,108.04,125.65,8255,8143.91,7144.87,98.65,113.98,68.74,74.27,59.11,76.54,75.51,66.24
940,Eastern Region,West Bengal,Central Sector,CENTRAL,Thermal,6640,43400,3389,3423.25,2872.2,101.01,119.19,25661,25494.96,23459.65,99.35,108.68,68.6,69.29,56.36,75.25,74.76,66.68
941,Eastern Region,West Bengal,Central Sector,MAITHON HPS,NA,63.2,144,28,38.16,30.21,136.29,126.32,118,68.95,80.35,58.43,85.81,NA,NA,NA,NA,NA,NA
942,Eastern Region,West Bengal,Central Sector,DVC,Hydro,63.2,144,28,38.16,30.21,136.29,126.32,118,68.95,80.35,58.43,85.81,NA,NA,NA,NA,NA,NA
943,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-III HPS,NA,132,559,65,8.21,76.77,12.63,10.69,475,405.28,523.09,85.32,77.48,NA,NA,NA,NA,NA,NA
944,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-IV HPS,NA,160,720,84,48.22,94.99,57.4,50.76,614,532.66,650.47,86.75,81.89,NA,NA,NA,NA,NA,NA
945,Eastern Region,West Bengal,Central Sector,NHPC,Hydro,292,1279,149,56.43,171.76,37.87,32.85,1089,937.94,1173.56,86.13,79.92,NA,NA,NA,NA,NA,NA
946,Eastern Region,West Bengal,Central Sector,Central,Hydro,355.2,1423,177,94.59,201.97,53.44,46.83,1207,1006.89,1253.91,83.42,80.3,NA,NA,NA,NA,NA,NA
947,Eastern Region,West Bengal,Central Sector,Total,Thermal,13487,87635,6978,7365.47,6999.45,105.55,105.23,51304,52111.05,50018.47,101.57,104.18,69.6,73.4,68.69,74.13,75.23,71.1
948,Eastern Region,West Bengal,Central Sector,Total,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
949,Eastern Region,West Bengal,Central Sector,Total,Hydro,1341.2,2983,335,250.91,377.06,74.9,66.54,2185,2048.59,2407.12,93.76,85.11,NA,NA,NA,NA,NA,NA
950,Eastern Region,West Bengal,Central Sector,Total,West Bengal,14908.2,90618,7313,7616.38,7376.51,104.15,103.25,53489,54159.64,52425.59,101.25,103.31,NA,NA,NA,NA,NA,NA
951,North Eastern Region,Arunachal Pradesh,Central Sector,KAMENG HPS,NA,600,2500,270,282.45,359.82,104.61,78.5,1870,1999.49,2173.81,106.92,91.98,NA,NA,NA,NA,NA,NA
952,North Eastern Region,Arunachal Pradesh,Central Sector,PARE,NA,110,480,47,49.87,68.24,106.11,73.08,407,366.17,427.09,89.97,85.74,NA,NA,NA,NA,NA,NA
953,North Eastern Region,Arunachal Pradesh,Central Sector,RANGANADI HPS,NA,405,1233,105,115.9,169.9,110.38,68.22,1029,961.62,1107.17,93.45,86.85,NA,NA,NA,NA,NA,NA
954,North Eastern Region,Arunachal Pradesh,Central Sector,NEEPCO.,Hydro,1115,4213,422,448.22,597.96,106.21,74.96,3306,3327.28,3708.07,100.64,89.73,NA,NA,NA,NA,NA,NA
955,North Eastern Region,Arunachal Pradesh,Central Sector,LOWER SUBANSIRI HEP,NA,0,5429,872,0,0,0,0,4166,0,0,0,0,NA,NA,NA,NA,NA,NA
956,North Eastern Region,Arunachal Pradesh,Central Sector,NHPC,Hydro,0,5429,872,0,0,0,0,4166,0,0,0,0,NA,NA,NA,NA,NA,NA
957,North Eastern Region,Arunachal Pradesh,Central Sector,Central,Hydro,1115,9642,1294,448.22,597.96,34.64,74.96,7472,3327.28,3708.07,44.53,89.73,NA,NA,NA,NA,NA,NA
958,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
959,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Hydro,1115,9642,1294,448.22,597.96,34.64,74.96,7472,3327.28,3708.07,44.53,89.73,NA,NA,NA,NA,NA,NA
960,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Arunachal Pradesh,1115,9642,1294,448.22,597.96,34.64,74.96,7472,3327.28,3708.07,44.53,89.73,NA,NA,NA,NA,NA,NA
961,North Eastern Region,Assam,State Sector,LAKWA GT,NA,97.2,500,39,46.44,46.48,119.08,99.91,297,286.92,319.27,96.61,89.87,NA,NA,NA,NA,NA,NA
962,North Eastern Region,Assam,State Sector,LAKWA REPLACEMENT POWER PROJECT,NA,69.76,560,45,31.45,40.9,69.89,76.89,329,281.67,283.78,85.61,99.26,NA,NA,NA,NA,NA,NA
963,North Eastern Region,Assam,State Sector,NAMRUP CCPP,NA,139.4,775,60,84.06,49.03,140.1,171.45,457,465.8,352.51,101.93,132.14,NA,NA,NA,NA,NA,NA
964,North Eastern Region,Assam,State Sector,APGCL,Natural Gas,306.36,1835,144,161.95,136.41,112.47,118.72,1083,1034.39,955.56,95.51,108.25,NA,NA,NA,NA,NA,NA
965,North Eastern Region,Assam,State Sector,State Sector,Natural Gas,306.36,1835,144,161.95,136.41,112.47,118.72,1083,1034.39,955.56,95.51,108.25,NA,NA,NA,NA,NA,NA
966,North Eastern Region,Assam,State Sector,KARBI LANGPI HPS,NA,100,380,44,55.38,66.26,125.86,83.58,325,263.38,365.79,81.04,72,NA,NA,NA,NA,NA,NA
967,North Eastern Region,Assam,State Sector,APGCL,Hydro,100,380,44,55.38,66.26,125.86,83.58,325,263.38,365.79,81.04,72,NA,NA,NA,NA,NA,NA
968,North Eastern Region,Assam,State Sector,State Sector,Hydro,100,380,44,55.38,66.26,125.86,83.58,325,263.38,365.79,81.04,72,NA,NA,NA,NA,NA,NA
969,North Eastern Region,Assam,Central Sector,BONGAIGAON TPP,NA,750,5650,461,476.99,356.51,103.47,133.79,3393,3114.27,3145.14,91.79,99.02,82.62,85.48,63.89,88.08,80.85,81.65
970,North Eastern Region,Assam,Central Sector,NTPC Ltd.,Coal,750,5650,461,476.99,356.51,103.47,133.79,3393,3114.27,3145.14,91.79,99.02,82.62,85.48,63.89,88.08,80.85,81.65
