Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to Mach 2024 - Col (2),July` 2023 - Program - Col (3),July` 2023 - Actual - Col (4),July` 2023 - Actual Same Month 2022-23 - Col (5),July` 2023 - % of Program Col. (4/3) - Col (6),July` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to July` 2023 - Program - Col (8),April` 2023 to July` 2023 - Actual - Col (9),April` 2023 to July` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to July` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to July` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - July` 2023 - Program - Col (13),Plant Load Factor (%) - July` 2023 - Actual - Col (14),Plant Load Factor (%) - July` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to July` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to July` 2023 - Actual Same Peroid 2022-23 - Col (18)
829,Eastern Region,Jharkhand,Pvt Sector,Pvt Sector,Thermal,1830,12800,969,1192.75,1075.62,123.09,110.89,4477,4286.55,4581.13,95.75,93.57,71.17,87.6,79,83.55,80,85.5
830,Eastern Region,Jharkhand,Central Sector,BOKARO TPS `A` EXP,NA,500,3500,312,123.75,292.47,39.66,42.31,1308,1080.55,1268.62,82.61,85.18,83.87,33.27,78.62,89.34,73.81,86.65
831,Eastern Region,Jharkhand,Central Sector,CHANDRAPURA (DVC) TPS,NA,500,3500,270,348.03,347.42,128.9,100.18,1198,1220.89,1175.1,101.91,103.9,72.58,93.56,93.39,81.83,83.39,80.27
832,Eastern Region,Jharkhand,Central Sector,KODARMA TPP,NA,1000,7000,566,641.82,571.16,113.4,112.37,2459,2585.75,2486.15,105.15,104.01,76.08,86.27,76.77,83.98,88.31,84.91
833,Eastern Region,Jharkhand,Central Sector,DVC,Coal,2000,14000,1148,1113.6,1211.05,97,91.95,4965,4887.19,4929.87,98.43,99.13,77.15,74.84,81.39,84.78,83.46,84.18
834,Eastern Region,Jharkhand,Central Sector,NORTH KARANPURA TPP,NA,660,4500,270,394.38,0,146.07,0,1267,1594.5,0,125.85,0,54.99,80.32,0,65.56,82.51,0
835,Eastern Region,Jharkhand,Central Sector,NTPC Ltd.,Coal,660,4500,270,394.38,0,146.07,0,1267,1594.5,0,125.85,0,54.99,80.32,0,65.56,82.51,0
836,Eastern Region,Jharkhand,Central Sector,Central,Thermal,2660,18500,1418,1507.98,1211.05,106.35,124.52,6232,6481.69,4929.87,104.01,131.48,71.65,76.2,81.39,80.02,83.22,84.18
837,Eastern Region,Jharkhand,Central Sector,PANCHET HPS,NA,80,142,18,4.31,5.62,23.94,76.69,38,14.8,25.32,38.95,58.45,NA,NA,NA,NA,NA,NA
838,Eastern Region,Jharkhand,Central Sector,DVC,Hydro,80,142,18,4.31,5.62,23.94,76.69,38,14.8,25.32,38.95,58.45,NA,NA,NA,NA,NA,NA
839,Eastern Region,Jharkhand,Central Sector,Central,Hydro,80,142,18,4.31,5.62,23.94,76.69,38,14.8,25.32,38.95,58.45,NA,NA,NA,NA,NA,NA
840,Eastern Region,Jharkhand,Central Sector,Total,Thermal,4910,33600,2480,2841.2,2499.06,114.56,113.69,11495,11504.16,10375.69,100.08,110.88,67.89,77.78,79.03,79.96,80.02,83.38
841,Eastern Region,Jharkhand,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
842,Eastern Region,Jharkhand,Central Sector,Total,Hydro,210,252,28,5.76,13.17,20.57,43.74,54,22.97,36.94,42.54,62.18,NA,NA,NA,NA,NA,NA
843,Eastern Region,Jharkhand,Central Sector,Total,Jharkhand,5120,33852,2508,2846.96,2512.23,113.52,113.32,11549,11527.13,10412.63,99.81,110.7,NA,NA,NA,NA,NA,NA
844,Eastern Region,Odisha,State Sector,IB VALLEY TPS,NA,1740,12800,1142,1072.08,899.67,93.88,119.16,4591,4302.46,3645.63,93.72,118.02,88.22,82.81,69.5,90.11,84.45,71.56
845,Eastern Region,Odisha,State Sector,OPGC,Coal,1740,12800,1142,1072.08,899.67,93.88,119.16,4591,4302.46,3645.63,93.72,118.02,88.22,82.81,69.5,90.11,84.45,71.56
846,Eastern Region,Odisha,State Sector,State Sector,Thermal,1740,12800,1142,1072.08,899.67,93.88,119.16,4591,4302.46,3645.63,93.72,118.02,88.22,82.81,69.5,90.11,84.45,71.56
847,Eastern Region,Odisha,State Sector,MACHKUND HPS,NA,114.75,626,54,84.75,55.71,156.94,152.13,213,277.68,193.7,130.37,143.36,NA,NA,NA,NA,NA,NA
848,Eastern Region,Odisha,State Sector,APGENCO,Hydro,114.75,626,54,84.75,55.71,156.94,152.13,213,277.68,193.7,130.37,143.36,NA,NA,NA,NA,NA,NA
849,Eastern Region,Odisha,State Sector,BALIMELA HPS,NA,510,1183,186,107.93,112.09,58.03,96.29,337,313.96,479.78,93.16,65.44,NA,NA,NA,NA,NA,NA
850,Eastern Region,Odisha,State Sector,CHIPLIMA HPS,NA,72,650,80,38.7,34.36,48.38,112.63,174,98.72,111.48,56.74,88.55,NA,NA,NA,NA,NA,NA
851,Eastern Region,Odisha,State Sector,HIRAKUD HPS,NA,287.8,330,45,159.57,116.56,354.6,136.9,99,262.55,229.7,265.2,114.3,NA,NA,NA,NA,NA,NA
852,Eastern Region,Odisha,State Sector,RENGALI HPS,NA,250,950,149,69.68,39.47,46.77,176.54,417,196.66,199.73,47.16,98.46,NA,NA,NA,NA,NA,NA
853,Eastern Region,Odisha,State Sector,UPPER INDRAVATI HPS,NA,600,1600,149,177.18,80.19,118.91,220.95,451,563.67,171.18,124.98,329.28,NA,NA,NA,NA,NA,NA
854,Eastern Region,Odisha,State Sector,UPPER KOLAB HPS,NA,320,650,61,60.2,25.48,98.69,236.26,153,179.02,115.83,117.01,154.55,NA,NA,NA,NA,NA,NA
855,Eastern Region,Odisha,State Sector,OHPC,Hydro,2039.8,5363,670,613.26,408.15,91.53,150.25,1631,1614.58,1307.7,98.99,123.47,NA,NA,NA,NA,NA,NA
856,Eastern Region,Odisha,State Sector,State Sector,Hydro,2154.55,5989,724,698.01,463.86,96.41,150.48,1844,1892.26,1501.4,102.62,126.03,NA,NA,NA,NA,NA,NA
857,Eastern Region,Odisha,Pvt Sector,KAMALANGA TPS,NA,1050,7200,623,661.01,450.93,106.1,146.59,2657,2540.89,2303.97,95.63,110.28,79.75,84.61,57.72,86.42,82.65,74.94
858,Eastern Region,Odisha,Pvt Sector,GMR ENERG,Coal,1050,7200,623,661.01,450.93,106.1,146.59,2657,2540.89,2303.97,95.63,110.28,79.75,84.61,57.72,86.42,82.65,74.94
859,Eastern Region,Odisha,Pvt Sector,UTKAL TPP (IND BARATH),NA,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Eastern Region,Odisha,Pvt Sector,IBPIL,Coal,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Eastern Region,Odisha,Pvt Sector,ICCL IMP,NA,0,250,21,33.85,29.85,161.19,113.4,85,123.16,93.79,144.89,131.31,NA,NA,NA,NA,NA,NA
862,Eastern Region,Odisha,Pvt Sector,ICCL,Coal,0,250,21,33.85,29.85,161.19,113.4,85,123.16,93.79,144.89,131.31,0,0,0,0,0,0
863,Eastern Region,Odisha,Pvt Sector,DERANG TPP,NA,1200,6800,226,590.94,466.41,261.48,126.7,2217,2713.63,2204.28,122.4,123.11,25.31,66.19,52.24,63.1,77.23,62.74
864,Eastern Region,Odisha,Pvt Sector,JITPL,Coal,1200,6800,226,590.94,466.41,261.48,126.7,2217,2713.63,2204.28,122.4,123.11,25.31,66.19,52.24,63.1,77.23,62.74
865,Eastern Region,Odisha,Pvt Sector,LANCO BABANDH TPP,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Eastern Region,Odisha,Pvt Sector,LBPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,Eastern Region,Odisha,Pvt Sector,NALCO IMP,NA,0,100,8,1.3,0,16.25,0,35,33.44,0,95.54,0,NA,NA,NA,NA,NA,NA
868,Eastern Region,Odisha,Pvt Sector,NALCO,Coal,0,100,8,1.3,0,16.25,0,35,33.44,0,95.54,0,0,0,0,0,0,0
869,Eastern Region,Odisha,Pvt Sector,VEDANTA TPP,NA,600,3000,231,195.48,243.65,84.62,80.23,1078,860.78,1153.01,79.85,74.66,51.75,43.79,54.58,61.36,49,65.63
870,Eastern Region,Odisha,Pvt Sector,VEDANTA,Coal,600,3000,231,195.48,243.65,84.62,80.23,1078,860.78,1153.01,79.85,74.66,51.75,43.79,54.58,61.36,49,65.63
871,Eastern Region,Odisha,Pvt Sector,Pvt Sector,Thermal,3200,17350,1109,1482.58,1190.84,133.69,124.5,6072,6271.9,5755.05,103.29,108.98,45.36,60.8,48.76,63.52,65.27,60.42
872,Eastern Region,Odisha,Central Sector,ROURKELA PP-II EXPANSION,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,Eastern Region,Odisha,Central Sector,NSPCL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,Eastern Region,Odisha,Central Sector,DARLIPALI STPS,NA,1600,12700,1172,519.2,975.25,44.3,53.24,4614,3639.42,3312.58,78.88,109.87,98.45,43.62,81.93,98.49,77.69,70.71
875,Eastern Region,Odisha,Central Sector,TALCHER STPS,NA,3000,24125,2167,1670.87,2110.16,77.11,79.18,8529,7456.59,8283.27,87.43,90.02,97.09,74.86,94.54,97.1,84.89,94.3
876,Eastern Region,Odisha,Central Sector,NTPC Ltd.,Coal,4600,36825,3339,2190.07,3085.41,65.59,70.98,13143,11096.01,11595.85,84.43,95.69,97.56,63.99,90.15,97.58,82.38,86.09
877,Eastern Region,Odisha,Central Sector,Central,Thermal,4600,36825,3339,2190.07,3085.41,65.59,70.98,13143,11096.01,11595.85,84.43,95.69,92.53,63.99,90.15,92.55,82.38,86.09
878,Eastern Region,Odisha,Central Sector,Total,Thermal,9540,66975,5590,4744.73,5175.92,84.88,91.67,23806,21670.37,20996.53,91.03,103.21,76.35,66.35,72.5,82.63,77.02,74.83
879,Eastern Region,Odisha,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
880,Eastern Region,Odisha,Central Sector,Total,Hydro,2154.55,5989,724,698.01,463.86,96.41,150.48,1844,1892.26,1501.4,102.62,126.03,NA,NA,NA,NA,NA,NA
881,Eastern Region,Odisha,Central Sector,Total,Odisha,11694.55,72964,6314,5442.74,5639.78,86.2,96.51,25650,23562.63,22497.93,91.86,104.73,NA,NA,NA,NA,NA,NA
882,Eastern Region,Sikkim,State Sector,TEESTA-III HPS,NA,1200,5652,919,970.26,951.14,105.58,102.01,2402,2464.33,2704.18,102.59,91.13,NA,NA,NA,NA,NA,NA
883,Eastern Region,Sikkim,State Sector,TUL,Hydro,1200,5652,919,970.26,951.14,105.58,102.01,2402,2464.33,2704.18,102.59,91.13,NA,NA,NA,NA,NA,NA
884,Eastern Region,Sikkim,State Sector,State Sector,Hydro,1200,5652,919,970.26,951.14,105.58,102.01,2402,2464.33,2704.18,102.59,91.13,NA,NA,NA,NA,NA,NA
885,Eastern Region,Sikkim,Pvt Sector,JORETHANG LOOP,NA,96,412,67,68.6,67.68,102.39,101.36,152,128.33,174.78,84.43,73.42,NA,NA,NA,NA,NA,NA
886,Eastern Region,Sikkim,Pvt Sector,DEPL,Hydro,96,412,67,68.6,67.68,102.39,101.36,152,128.33,174.78,84.43,73.42,NA,NA,NA,NA,NA,NA
887,Eastern Region,Sikkim,Pvt Sector,CHUZACHEN HPS,NA,110,537,89,86.74,78.32,97.46,110.75,233,221.39,238.13,95.02,92.97,NA,NA,NA,NA,NA,NA
888,Eastern Region,Sikkim,Pvt Sector,GIPL,Hydro,110,537,89,86.74,78.32,97.46,110.75,233,221.39,238.13,95.02,92.97,NA,NA,NA,NA,NA,NA
889,Eastern Region,Sikkim,Pvt Sector,RONGNICHU HPS,NA,113,442,80,81.87,52.89,102.34,154.79,140,176.11,195.62,125.79,90.03,NA,NA,NA,NA,NA,NA
890,Eastern Region,Sikkim,Pvt Sector,MBPC,Hydro,113,442,80,81.87,52.89,102.34,154.79,140,176.11,195.62,125.79,90.03,NA,NA,NA,NA,NA,NA
891,Eastern Region,Sikkim,Pvt Sector,TASHIDING HPS,NA,97,436,76,81.78,74.96,107.61,109.1,167,151.84,175.59,90.92,86.47,NA,NA,NA,NA,NA,NA
892,Eastern Region,Sikkim,Pvt Sector,SEPL,Hydro,97,436,76,81.78,74.96,107.61,109.1,167,151.84,175.59,90.92,86.47,NA,NA,NA,NA,NA,NA
893,Eastern Region,Sikkim,Pvt Sector,DIKCHU HPS,NA,96,463,76,81.23,66.45,106.88,122.24,222,244.66,260.87,110.21,93.79,NA,NA,NA,NA,NA,NA
894,Eastern Region,Sikkim,Pvt Sector,SKPPPL,Hydro,96,463,76,81.23,66.45,106.88,122.24,222,244.66,260.87,110.21,93.79,NA,NA,NA,NA,NA,NA
895,Eastern Region,Sikkim,Pvt Sector,Pvt Sector,Hydro,512,2290,388,400.22,340.3,103.15,117.61,914,922.33,1044.99,100.91,88.26,NA,NA,NA,NA,NA,NA
896,Eastern Region,Sikkim,Central Sector,RANGIT HPS,NA,60,318,39,39.15,42.24,100.38,92.68,127,102.63,141.72,80.81,72.42,NA,NA,NA,NA,NA,NA
897,Eastern Region,Sikkim,Central Sector,TEESTA V HPS,NA,510,2694,363,373.34,389.05,102.85,95.96,1169,1169.48,1294.12,100.04,90.37,NA,NA,NA,NA,NA,NA
898,Eastern Region,Sikkim,Central Sector,NHPC,Hydro,570,3012,402,412.49,431.29,102.61,95.64,1296,1272.11,1435.84,98.16,88.6,NA,NA,NA,NA,NA,NA
899,Eastern Region,Sikkim,Central Sector,Central,Hydro,570,3012,402,412.49,431.29,102.61,95.64,1296,1272.11,1435.84,98.16,88.6,NA,NA,NA,NA,NA,NA
900,Eastern Region,Sikkim,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
901,Eastern Region,Sikkim,Central Sector,Total,Hydro,2282,10954,1709,1782.97,1722.73,104.33,103.5,4612,4658.77,5185.01,101.01,89.85,NA,NA,NA,NA,NA,NA
902,Eastern Region,Sikkim,Central Sector,Total,Sikkim,2282,10954,1709,1782.97,1722.73,104.33,103.5,4612,4658.77,5185.01,101.01,89.85,NA,NA,NA,NA,NA,NA
903,Eastern Region,West Bengal,State Sector,D.P.L. TPS,NA,550,2500,212,120,220.09,56.6,54.52,997,936.34,851.95,93.92,109.91,51.81,29.33,53.79,61.91,58.14,52.9
904,Eastern Region,West Bengal,State Sector,DPL,Coal,550,2500,212,120,220.09,56.6,54.52,997,936.34,851.95,93.92,109.91,51.81,29.33,53.79,61.91,58.14,52.9
905,Eastern Region,West Bengal,State Sector,BAKRESWAR TPS,NA,1050,8425,567,587.7,626.91,103.65,93.75,2803,2594.12,2648.79,92.55,97.94,72.58,75.23,80.25,91.17,84.38,86.16
906,Eastern Region,West Bengal,State Sector,BANDEL TPS,NA,270,1750,134,145.05,150.2,108.25,96.57,616,611.99,560.41,99.35,109.2,66.71,72.21,74.77,77.92,77.41,70.89
907,Eastern Region,West Bengal,State Sector,KOLAGHAT TPS,NA,840,4500,357,367.94,356.63,103.06,103.17,1621,1589.81,1387.2,98.08,114.61,57.12,58.87,57.06,65.91,64.64,56.4
908,Eastern Region,West Bengal,State Sector,SAGARDIGHI TPS,NA,1600,11000,911,852.16,937.07,93.54,90.94,3496,3891.89,3725.68,111.32,104.46,76.53,71.59,78.72,74.62,83.07,79.53
909,Eastern Region,West Bengal,State Sector,SANTALDIH TPS,NA,500,3500,281,312.21,343.43,111.11,90.91,1247,1276.7,1386.8,102.38,92.06,75.54,83.93,92.32,85.18,87.21,94.73
910,Eastern Region,West Bengal,State Sector,WBPDC,Coal,4260,29175,2250,2265.06,2414.24,100.67,93.82,9783,9964.51,9708.88,101.86,102.63,70.99,71.47,76.17,78.43,79.89,77.84
911,Eastern Region,West Bengal,State Sector,State Sector,Thermal,4810,31675,2462,2385.06,2634.33,96.87,90.54,10780,10900.85,10560.83,101.12,103.22,68.8,66.65,73.61,76.54,77.4,74.99
912,Eastern Region,West Bengal,State Sector,HALDIA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
913,Eastern Region,West Bengal,State Sector,KASBA GT (Liq.),NA,40,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
914,Eastern Region,West Bengal,State Sector,WBPDC,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
915,Eastern Region,West Bengal,State Sector,State Sector,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
916,Eastern Region,West Bengal,State Sector,JALDHAKA HPS ST-I,NA,36,142,20,23.52,25.77,117.6,91.27,58,61.86,73.14,106.66,84.58,NA,NA,NA,NA,NA,NA
917,Eastern Region,West Bengal,State Sector,PURULIA PSS HPS,NA,900,1200,110,127.32,121.57,115.75,104.73,350,465.22,465.27,132.92,99.99,NA,NA,NA,NA,NA,NA
918,Eastern Region,West Bengal,State Sector,RAMMAM HPS,NA,50,218,34,16.4,30.95,48.24,52.99,86,48.68,81.88,56.6,59.45,NA,NA,NA,NA,NA,NA
919,Eastern Region,West Bengal,State Sector,WBSEDCL,Hydro,986,1560,164,167.24,178.29,101.98,93.8,494,575.76,620.29,116.55,92.82,NA,NA,NA,NA,NA,NA
920,Eastern Region,West Bengal,State Sector,State Sector,Hydro,986,1560,164,167.24,178.29,101.98,93.8,494,575.76,620.29,116.55,92.82,NA,NA,NA,NA,NA,NA
921,Eastern Region,West Bengal,Pvt Sector,BUDGE BUDGE TPS,NA,750,5900,518,515.03,418.9,99.43,122.95,2042,2046.78,1882.29,100.23,108.74,92.83,92.3,75.07,92.99,93.2,85.71
922,Eastern Region,West Bengal,Pvt Sector,SOUTHERN REPL. TPS,NA,135,360,23,63.45,101.12,275.87,62.75,135,318.1,382.81,235.63,83.1,22.9,63.17,100.68,34.15,80.47,96.85
923,Eastern Region,West Bengal,Pvt Sector,TITAGARH TPS,NA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,Eastern Region,West Bengal,Pvt Sector,CESC,Coal,1125,6260,541,578.48,520.02,106.93,111.24,2177,2364.88,2265.1,108.63,104.41,64.64,69.11,62.13,66.09,71.79,68.76
925,Eastern Region,West Bengal,Pvt Sector,DISHERGARH TPP,NA,12,0,0,0,1.65,0,0,0,18.62,7.85,0,237.2,0,0,18.48,0,52.99,22.34
926,Eastern Region,West Bengal,Pvt Sector,DPSCLTD,Coal,12,0,0,0,1.65,0,0,0,18.62,7.85,0,237.2,0,0,18.48,0,52.99,22.34
927,Eastern Region,West Bengal,Pvt Sector,HALDIA TPP,NA,600,4500,371,428.63,312.7,115.53,137.07,1553,1658.62,1480.63,106.8,112.02,83.11,96.02,70.05,88.4,94.41,84.28
928,Eastern Region,West Bengal,Pvt Sector,HEL,Coal,600,4500,371,428.63,312.7,115.53,137.07,1553,1658.62,1480.63,106.8,112.02,83.11,96.02,70.05,88.4,94.41,84.28
929,Eastern Region,West Bengal,Pvt Sector,HIRANMAYE TPP,NA,300,1800,137,171.3,159.52,125.04,107.38,649,495.91,679.99,76.41,72.93,61.38,76.75,71.47,73.88,56.46,77.41
930,Eastern Region,West Bengal,Pvt Sector,HMEL,Coal,300,1800,137,171.3,159.52,125.04,107.38,649,495.91,679.99,76.41,72.93,61.38,76.75,71.47,73.88,56.46,77.41
931,Eastern Region,West Bengal,Pvt Sector,Pvt Sector,Thermal,2037,12560,1049,1178.41,993.89,112.34,118.57,4379,4538.03,4433.57,103.63,102.36,69.63,77.76,65.58,73.85,76.09,74.33
932,Eastern Region,West Bengal,Central Sector,DURGAPUR STEEL TPS,NA,1000,6900,554,619.21,617.73,111.77,100.24,2466,2605.34,2481.66,105.65,104.98,74.46,83.23,83.03,84.22,88.98,84.76
933,Eastern Region,West Bengal,Central Sector,DURGAPUR TPS,NA,0,0,0,0,5.69,0,0,0,0,116.6,0,0,0,0,3.64,0,0,18.96
934,Eastern Region,West Bengal,Central Sector,MEJIA TPS,NA,2340,16100,1200,1271.97,1329.46,106,95.68,5701,5124.61,5528.82,89.89,92.69,68.93,73.06,76.36,83.21,74.8,80.69
935,Eastern Region,West Bengal,Central Sector,RAGHUNATHPUR TPP,NA,1200,6700,379,646.4,589.81,170.55,109.59,2338,2515.05,2099.71,107.57,119.78,42.45,72.4,66.06,66.54,71.58,59.76
936,Eastern Region,West Bengal,Central Sector,DVC,Coal,4540,29700,2133,2537.58,2542.69,118.97,99.8,10505,10245,10226.79,97.52,100.18,63.15,75.13,71.95,79.03,77.07,73.53
937,Eastern Region,West Bengal,Central Sector,FARAKKA STPS,NA,2100,13700,1107,1082.91,933.88,97.82,115.96,4900,4805.15,4215.4,98.06,113.99,70.85,69.31,59.77,79.69,78.15,68.56
938,Eastern Region,West Bengal,Central Sector,NTPC Ltd.,Coal,2100,13700,1107,1082.91,933.88,97.82,115.96,4900,4805.15,4215.4,98.06,113.99,70.85,69.31,59.77,79.69,78.15,68.56
939,Eastern Region,West Bengal,Central Sector,CENTRAL,Thermal,6640,43400,3240,3620.49,3476.57,111.74,104.14,15405,15050.15,14442.19,97.7,104.21,65.58,73.29,68.22,79.24,77.41,72.01
940,Eastern Region,West Bengal,Central Sector,MAITHON HPS,NA,63.2,144,19,3.49,1.05,18.37,332.38,47,12.16,29.33,25.87,41.46,NA,NA,NA,NA,NA,NA
941,Eastern Region,West Bengal,Central Sector,DVC,Hydro,63.2,144,19,3.49,1.05,18.37,332.38,47,12.16,29.33,25.87,41.46,NA,NA,NA,NA,NA,NA
942,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-III HPS,NA,132,559,79,90.72,89.57,114.84,101.28,239,225.01,270.02,94.15,83.33,NA,NA,NA,NA,NA,NA
943,Eastern Region,West Bengal,Central Sector,TEESTA LOW DAM-IV HPS,NA,160,720,103,109.7,114.16,106.5,96.09,316,263.02,336.39,83.23,78.19,NA,NA,NA,NA,NA,NA
944,Eastern Region,West Bengal,Central Sector,NHPC,Hydro,292,1279,182,200.42,203.73,110.12,98.38,555,488.03,606.41,87.93,80.48,NA,NA,NA,NA,NA,NA
945,Eastern Region,West Bengal,Central Sector,Central,Hydro,355.2,1423,201,203.91,204.78,101.45,99.58,602,500.19,635.74,83.09,78.68,NA,NA,NA,NA,NA,NA
946,Eastern Region,West Bengal,Central Sector,Total,Thermal,13487,87635,6751,7183.96,7104.79,106.41,101.11,30564,30489.03,29436.59,99.75,103.58,67.34,71.59,69.72,77.47,77.21,73.4
947,Eastern Region,West Bengal,Central Sector,Total,Natural Gas,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
948,Eastern Region,West Bengal,Central Sector,Total,Hydro,1341.2,2983,365,371.15,383.07,101.68,96.89,1096,1075.95,1256.03,98.17,85.66,NA,NA,NA,NA,NA,NA
949,Eastern Region,West Bengal,Central Sector,Total,West Bengal,14908.2,90618,7116,7555.11,7487.86,106.17,100.9,31660,31564.98,30692.62,99.7,102.84,NA,NA,NA,NA,NA,NA
950,North Eastern Region,Arunachal Pradesh,Central Sector,KAMENG HPS,NA,600,2500,320,427.43,382.84,133.57,111.65,970,962.71,979.54,99.25,98.28,NA,NA,NA,NA,NA,NA
951,North Eastern Region,Arunachal Pradesh,Central Sector,PARE,NA,110,480,75,74.67,60.86,99.56,122.69,226,180.84,243.16,80.02,74.37,NA,NA,NA,NA,NA,NA
952,North Eastern Region,Arunachal Pradesh,Central Sector,RANGANADI HPS,NA,405,1233,212,194.62,151.74,91.8,128.26,567,499,652.5,88.01,76.48,NA,NA,NA,NA,NA,NA
953,North Eastern Region,Arunachal Pradesh,Central Sector,NEEPCO.,Hydro,1115,4213,607,696.72,595.44,114.78,117.01,1763,1642.55,1875.2,93.17,87.59,NA,NA,NA,NA,NA,NA
954,North Eastern Region,Arunachal Pradesh,Central Sector,LOWER SUBANSIRI HEP,NA,0,5429,558,0,0,0,0,1560,0,0,0,0,NA,NA,NA,NA,NA,NA
955,North Eastern Region,Arunachal Pradesh,Central Sector,NHPC,Hydro,0,5429,558,0,0,0,0,1560,0,0,0,0,NA,NA,NA,NA,NA,NA
956,North Eastern Region,Arunachal Pradesh,Central Sector,Central,Hydro,1115,9642,1165,696.72,595.44,59.8,117.01,3323,1642.55,1875.2,49.43,87.59,NA,NA,NA,NA,NA,NA
957,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
958,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Hydro,1115,9642,1165,696.72,595.44,59.8,117.01,3323,1642.55,1875.2,49.43,87.59,NA,NA,NA,NA,NA,NA
959,North Eastern Region,Arunachal Pradesh,Central Sector,Total,Arunachal Pradesh,1115,9642,1165,696.72,595.44,59.8,117.01,3323,1642.55,1875.2,49.43,87.59,NA,NA,NA,NA,NA,NA
960,North Eastern Region,Assam,State Sector,LAKWA GT,NA,97.2,500,40,34.07,49.19,85.18,69.26,173,160.09,170.63,92.54,93.82,NA,NA,NA,NA,NA,NA
961,North Eastern Region,Assam,State Sector,LAKWA REPLACEMENT POWER PROJECT,NA,69.76,560,46,43.45,44.84,94.46,96.9,190,174.39,167.5,91.78,104.11,NA,NA,NA,NA,NA,NA
962,North Eastern Region,Assam,State Sector,NAMRUP CCPP,NA,139.4,775,63,71.62,56.85,113.68,125.98,283,264.98,229.53,93.63,115.44,NA,NA,NA,NA,NA,NA
963,North Eastern Region,Assam,State Sector,APGCL,Natural Gas,306.36,1835,149,149.14,150.88,100.09,98.85,646,599.46,567.66,92.8,105.6,NA,NA,NA,NA,NA,NA
964,North Eastern Region,Assam,State Sector,State Sector,Natural Gas,306.36,1835,149,149.14,150.88,100.09,98.85,646,599.46,567.66,92.8,105.6,NA,NA,NA,NA,NA,NA
965,North Eastern Region,Assam,State Sector,KARBI LANGPI HPS,NA,100,380,67,36.64,60.23,54.69,60.83,137,96.9,167.6,70.73,57.82,NA,NA,NA,NA,NA,NA
966,North Eastern Region,Assam,State Sector,APGCL,Hydro,100,380,67,36.64,60.23,54.69,60.83,137,96.9,167.6,70.73,57.82,NA,NA,NA,NA,NA,NA
967,North Eastern Region,Assam,State Sector,State Sector,Hydro,100,380,67,36.64,60.23,54.69,60.83,137,96.9,167.6,70.73,57.82,NA,NA,NA,NA,NA,NA
968,North Eastern Region,Assam,Central Sector,BONGAIGAON TPP,NA,750,5650,473,426.36,470.13,90.14,90.69,1974,1742.86,1889.89,88.29,92.22,84.77,76.41,84.25,89.89,79.37,86.06
969,North Eastern Region,Assam,Central Sector,NTPC Ltd.,Coal,750,5650,473,426.36,470.13,90.14,90.69,1974,1742.86,1889.89,88.29,92.22,84.77,76.41,84.25,89.89,79.37,86.06
970,North Eastern Region,Assam,Central Sector,CENTRAL,Thermal,750,5650,473,426.36,470.13,90.14,90.69,1974,1742.86,1889.89,88.29,92.22,84.77,76.41,84.25,89.89,79.37,86.06
971,North Eastern Region,Assam,Central Sector,KATHALGURI CCPP,NA,291,1800,139,137.75,137.42,99.1,100.24,646,554.57,593.98,85.85,93.37,NA,NA,NA,NA,NA,NA
