Sl. No.,Regions,State,Sector Category,Category,Stations,Monitored Capacity (MW) - Col (1),Target April 2023 to March 2024 - Col (2),December` 2023 - Program - Col (3),December` 2023 - Actual - Col (4),December` 2023 - Actual Same Month 2022-23 - Col (5),December` 2023 - % of Program Col. (4/3) - Col (6),December` 2023 - % of Last Year Col. (4/5) - Col (7),April` 2023 to December` 2023 - Program - Col (8),April` 2023 to December` 2023 - Actual - Col (9),April` 2023 to December` 2023 - Actual Same Period 2022-23 - Col (10),April` 2023 to December` 2023 - % of Program Col. (9/8) - Col (11),April` 2023 to December` 2023 - % of Last Year Col. (9/10) - Col (12),Plant Load Factor (%) - December` 2023 - Program - Col (13),Plant Load Factor (%) - December` 2023 - Actual - Col (14),Plant Load Factor (%) - December` 2023 - Actual Same Month 2022-23 - Col (15),Plant Load Factor (%) - April` 2023 to December` 2023 - Program - Col (16),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual - Col (17),Plant Load Factor (%) - April` 2023 to December` 2023 - Actual Same Peroid 2022-23 - Col (18)
696,Southern Region,Tamil Nadu,State Sector,BHAWANI KATTAL,NA,30,36,4,0,0,0,0,33,77.5,95.83,234.85,80.87,NA,NA,NA,NA,NA,NA
697,Southern Region,Tamil Nadu,State Sector,KADAMPARI HPS,NA,400,378,38,3.7,33.9,9.74,10.91,294,48.17,164.65,16.38,29.26,NA,NA,NA,NA,NA,NA
698,Southern Region,Tamil Nadu,State Sector,KODAYAR-I HPS,NA,60,10,0,16.83,26.66,0,63.13,0,74.89,197.26,0,37.97,NA,NA,NA,NA,NA,NA
699,Southern Region,Tamil Nadu,State Sector,KODAYAR-II HPS,NA,40,65,10,0,0.5,0,0,52,6.91,70.75,13.29,9.77,NA,NA,NA,NA,NA,NA
700,Southern Region,Tamil Nadu,State Sector,KUNDAH-I HPS,NA,60,212,12,19.78,23.12,164.83,85.55,162,194.96,184.6,120.35,105.61,NA,NA,NA,NA,NA,NA
701,Southern Region,Tamil Nadu,State Sector,KUNDAH-II HPS,NA,175,500,42,51.77,58.61,123.26,88.33,380,509.33,540.47,134.03,94.24,NA,NA,NA,NA,NA,NA
702,Southern Region,Tamil Nadu,State Sector,KUNDAH-III HPS,NA,180,331,29,32.94,37.97,113.59,86.75,265,313.65,341.79,118.36,91.77,NA,NA,NA,NA,NA,NA
703,Southern Region,Tamil Nadu,State Sector,KUNDAH-IV HPS,NA,100,150,13,6.75,8.47,51.92,79.69,116,83.86,143.45,72.29,58.46,NA,NA,NA,NA,NA,NA
704,Southern Region,Tamil Nadu,State Sector,KUNDAH-V HPS,NA,40,40,4,3.96,5.37,99,73.74,33,62.58,40.18,189.64,155.75,NA,NA,NA,NA,NA,NA
705,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-I HPS,NA,30,62,6,0,11.41,0,0,52,48.47,83.77,93.21,57.86,NA,NA,NA,NA,NA,NA
706,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-II HPS,NA,30,62,6,0,11.08,0,0,52,47.21,79.22,90.79,59.59,NA,NA,NA,NA,NA,NA
707,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-III HPS,NA,30,62,6,0,10.74,0,0,52,46.92,74.19,90.23,63.24,NA,NA,NA,NA,NA,NA
708,Southern Region,Tamil Nadu,State Sector,LOWER METTUR-IV HPS,NA,30,62,6,0,8.31,0,0,52,38.74,56.76,74.5,68.25,NA,NA,NA,NA,NA,NA
709,Southern Region,Tamil Nadu,State Sector,METTUR DAM HPS,NA,50,130,12,0,12.91,0,0,111,69.26,191.16,62.4,36.23,NA,NA,NA,NA,NA,NA
710,Southern Region,Tamil Nadu,State Sector,METTUR TUNNEL HPS,NA,200,301,30,0,61.51,0,0,279,139.2,739.05,49.89,18.83,NA,NA,NA,NA,NA,NA
711,Southern Region,Tamil Nadu,State Sector,MOYAR HPS,NA,36,79,5,8.99,9.88,179.8,90.99,62,72.38,99.14,116.74,73.01,NA,NA,NA,NA,NA,NA
712,Southern Region,Tamil Nadu,State Sector,PAPANASAM HPS,NA,32,120,12,11.52,11.62,96,99.14,96,57.51,98.12,59.91,58.61,NA,NA,NA,NA,NA,NA
713,Southern Region,Tamil Nadu,State Sector,PARSON`S VALLEY HPS,NA,30,40,3,1.46,3.71,48.67,39.35,33,23.43,44.66,71,52.46,NA,NA,NA,NA,NA,NA
714,Southern Region,Tamil Nadu,State Sector,PERIYAR HPS,NA,161,475,60,85.76,40.24,142.93,213.12,403,279.42,508.67,69.33,54.93,NA,NA,NA,NA,NA,NA
715,Southern Region,Tamil Nadu,State Sector,PYKARA HPS,NA,59.2,35,3,0,2.94,0,0,27,3.07,27.66,11.37,11.1,NA,NA,NA,NA,NA,NA
716,Southern Region,Tamil Nadu,State Sector,PYKARA ULTMATE HPS,NA,150,301,28,28.47,28.77,101.68,98.96,227,243.63,359.15,107.33,67.84,NA,NA,NA,NA,NA,NA
717,Southern Region,Tamil Nadu,State Sector,SARKARPATHY HPS,NA,30,117,14,8.51,8.18,60.79,104.03,87,43.28,73.76,49.75,58.68,NA,NA,NA,NA,NA,NA
718,Southern Region,Tamil Nadu,State Sector,SHOLAYAR HPS (TN),NA,70,300,32,13.62,57.4,42.56,23.73,264,202.87,249.85,76.84,81.2,NA,NA,NA,NA,NA,NA
719,Southern Region,Tamil Nadu,State Sector,SURULIYAR HPS,NA,35,86,10,0,0,0,0,53,1.91,0,3.6,0,NA,NA,NA,NA,NA,NA
720,Southern Region,Tamil Nadu,State Sector,TANGEDCO,Hydro,2178.2,4220,415,305.69,518.42,73.66,58.97,3408,2860.98,4746.82,83.95,60.27,NA,NA,NA,NA,NA,NA
721,Southern Region,Tamil Nadu,State Sector,State Sector,Hydro,2178.2,4220,415,305.69,518.42,73.66,58.97,3408,2860.98,4746.82,83.95,60.27,NA,NA,NA,NA,NA,NA
722,Southern Region,Tamil Nadu,Pvt Sector,MUTHIARA TPP,NA,1200,2000,150,215.79,238.14,143.86,90.61,1433,3819.33,1798.56,266.53,212.35,16.8,24.17,26.67,18.09,48.22,22.71
723,Southern Region,Tamil Nadu,Pvt Sector,CEPL,Coal,1200,2000,150,215.79,238.14,143.86,90.61,1433,3819.33,1798.56,266.53,212.35,16.8,24.17,26.67,18.09,48.22,22.71
724,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN (P) TPP,NA,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Southern Region,Tamil Nadu,Pvt Sector,IBPIL,Coal,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Southern Region,Tamil Nadu,Pvt Sector,ITPCL TPP,NA,1200,4000,316,726.36,226,229.86,321.4,2926,5190.18,1998.99,177.38,259.64,35.39,81.36,25.31,36.94,65.53,25.24
727,Southern Region,Tamil Nadu,Pvt Sector,ITPCL,Coal,1200,4000,316,726.36,226,229.86,321.4,2926,5190.18,1998.99,177.38,259.64,35.39,81.36,25.31,36.94,65.53,25.24
728,Southern Region,Tamil Nadu,Pvt Sector,SAMAYANALLUR DG,NA,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
729,Southern Region,Tamil Nadu,Pvt Sector,MADURAI P,Diesel,106,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
730,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATTI DG,NA,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
731,Southern Region,Tamil Nadu,Pvt Sector,SAMALPATI,Diesel,105.7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
732,Southern Region,Tamil Nadu,Pvt Sector,TUTICORIN TPP ST-IV,NA,525,2000,152,256.5,0,168.75,0,1478,2220.22,922.46,150.22,240.68,38.91,65.67,0,42.66,64.08,26.62
733,Southern Region,Tamil Nadu,Pvt Sector,SEPCPPL,Coal,525,2000,152,256.5,0,168.75,0,1478,2220.22,922.46,150.22,240.68,38.91,65.67,0,42.66,64.08,26.62
734,Southern Region,Tamil Nadu,Pvt Sector,NEYVELI TPS (Z),NA,250,1600,129,145.28,0,112.62,0,1207,1021.9,985.3,84.66,103.71,69.35,78.11,0,73.15,61.93,59.72
735,Southern Region,Tamil Nadu,Pvt Sector,ST-CMSECP,Coal,250,1600,129,145.28,0,112.62,0,1207,1021.9,985.3,84.66,103.71,69.35,78.11,0,73.15,61.93,59.72
736,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Thermal,3686.7,9600,747,1343.93,464.14,179.91,289.55,7044,12251.63,5705.31,173.93,214.74,28.89,51.98,17.95,30.71,53.42,24.88
737,Southern Region,Tamil Nadu,Pvt Sector,KARUPPUR CCPP,NA,119.8,200,16,0,0,0,0,150,0,55.15,0,0,NA,NA,NA,NA,NA,NA
738,Southern Region,Tamil Nadu,Pvt Sector,ABAN POWR,Natural Gas,119.8,200,16,0,0,0,0,150,0,55.15,0,0,NA,NA,NA,NA,NA,NA
739,Southern Region,Tamil Nadu,Pvt Sector,VALANTARVY CCPP,NA,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
740,Southern Region,Tamil Nadu,Pvt Sector,PENNA,Natural Gas,52.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
741,Southern Region,Tamil Nadu,Pvt Sector,P.NALLUR CCPP,NA,330.5,100,8,0,0,0,0,75,0,69.11,0,0,NA,NA,NA,NA,NA,NA
742,Southern Region,Tamil Nadu,Pvt Sector,PPNPGCL,Natural Gas,330.5,100,8,0,0,0,0,75,0,69.11,0,0,NA,NA,NA,NA,NA,NA
743,Southern Region,Tamil Nadu,Pvt Sector,Pvt Sector,Natural Gas,503.1,300,24,0,0,0,0,225,0,124.26,0,0,NA,NA,NA,NA,NA,NA
744,Southern Region,Tamil Nadu,Central Sector,NEYVELI ( EXT) TPS,NA,420,3000,271,170.47,275.96,62.9,61.77,2180,1973.72,2354.28,90.54,83.84,86.73,54.55,88.31,78.64,71.2,84.93
745,Southern Region,Tamil Nadu,Central Sector,NEYVELI NEW TPP,NA,1000,6200,550,678.92,247.07,123.44,274.79,4403,5151.72,5246.97,117,98.18,73.92,91.25,33.21,66.71,78.06,79.5
746,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II,NA,1470,9100,711,424,447.85,59.63,94.67,6627,3947.17,6169.38,59.56,63.98,65.01,38.77,40.95,68.31,40.68,63.59
747,Southern Region,Tamil Nadu,Central Sector,NEYVELI TPS-II EXP,NA,500,2500,157,131.54,155.37,83.78,84.66,1813,1682.36,1601.81,92.79,105.03,42.2,35.36,41.77,54.94,50.98,48.54
748,Southern Region,Tamil Nadu,Central Sector,NLC,Coal,3390,20800,1689,1404.93,1126.25,83.18,124.74,15023,12754.97,15372.44,84.9,82.97,66.97,55.7,44.65,67.14,57.01,68.71
749,Southern Region,Tamil Nadu,Central Sector,VALLUR TPP,NA,1500,9500,532,299.55,831.41,56.31,36.03,7160,5743.08,7055.65,80.21,81.4,47.67,26.84,74.5,72.32,58.01,71.27
750,Southern Region,Tamil Nadu,Central Sector,NTECL,Coal,1500,9500,532,299.55,831.41,56.31,36.03,7160,5743.08,7055.65,80.21,81.4,47.67,26.84,74.5,72.32,58.01,71.27
751,Southern Region,Tamil Nadu,Central Sector,NTPL TUTICORIN TPP,NA,1000,7000,649,391.46,569.25,60.32,68.77,5089,4120.4,4306.05,80.97,95.69,87.23,52.62,76.51,77.11,62.43,65.24
752,Southern Region,Tamil Nadu,Central Sector,NTPL,Coal,1000,7000,649,391.46,569.25,60.32,68.77,5089,4120.4,4306.05,80.97,95.69,87.23,52.62,76.51,77.11,62.43,65.24
753,Southern Region,Tamil Nadu,Central Sector,Central,Thermal,5890,37300,2870,2095.94,2526.91,73.03,82.94,27272,22618.45,26734.14,82.94,84.61,65.49,47.83,57.66,70.15,58.18,68.77
754,Southern Region,Tamil Nadu,Central Sector,KUDANKULAM,NA,2000,12071,934,1318.08,1484.67,141.12,88.78,9482,10351.43,9996.51,109.17,103.55,62.77,88.58,99.78,71.83,78.42,75.73
755,Southern Region,Tamil Nadu,Central Sector,MADRAS A.P.S.,NA,440,1459,124,169.85,170.46,136.98,99.64,1087,1098.9,1329.53,101.09,82.65,37.88,51.88,52.07,37.43,37.84,45.78
756,Southern Region,Tamil Nadu,Central Sector,NPCIL,Nuclear,2440,13530,1058,1487.93,1655.13,140.64,89.9,10569,11450.33,11326.04,108.34,101.1,58.28,81.96,91.17,65.63,71.1,70.33
757,Southern Region,Tamil Nadu,Central Sector,Central,Nuclear,2440,13530,1058,1487.93,1655.13,140.64,89.9,10569,11450.33,11326.04,108.34,101.1,58.28,81.96,91.17,65.63,71.1,70.33
758,Southern Region,Tamil Nadu,Central Sector,Total,Thermal,13896.7,73550,5849,5400.74,5079.98,92.34,106.31,53681,53074.95,48383.03,98.87,109.7,54.27,53.04,49.89,56.15,58.76,53.57
759,Southern Region,Tamil Nadu,Central Sector,Total,Nuclear,2440,13530,1058,1487.93,1655.13,140.64,89.9,10569,11450.33,11326.04,108.34,101.1,58.28,81.96,91.17,65.63,71.1,70.33
760,Southern Region,Tamil Nadu,Central Sector,Total,Natural Gas,1017.18,2200,165,145.69,105.41,88.3,138.21,1625,1417.95,1377.75,87.26,102.92,NA,NA,NA,NA,NA,NA
761,Southern Region,Tamil Nadu,Central Sector,Total,Hydro,2178.2,4220,415,305.69,518.42,73.66,58.97,3408,2860.98,4746.82,83.95,60.27,NA,NA,NA,NA,NA,NA
762,Southern Region,Tamil Nadu,Central Sector,Total,Tamil Nadu,19532.08,93500,7487,7340.05,7358.94,98.04,99.74,69283,68804.21,65833.64,99.31,104.51,NA,NA,NA,NA,NA,NA
763,Southern Region,Telangana,State Sector,SINGARENI TPP,NA,1200,9000,764,584.76,834.13,76.54,70.1,6731,6517.53,7219.99,96.83,90.27,85.57,65.5,93.43,84.99,82.29,91.16
764,Southern Region,Telangana,State Sector,SCCL,Coal,1200,9000,764,584.76,834.13,76.54,70.1,6731,6517.53,7219.99,96.83,90.27,85.57,65.5,93.43,84.99,82.29,91.16
765,Southern Region,Telangana,State Sector,BHADRADRI TPP,NA,1080,6500,549,620.01,506.2,112.93,122.48,4926,5013.37,4259.68,101.77,117.69,68.32,77.16,63,69.11,70.33,59.76
766,Southern Region,Telangana,State Sector,KAKATIYA TPS,NA,1100,7700,322,694.78,731.61,215.77,94.97,5615,6103.49,5422.43,108.7,112.56,39.35,84.89,89.4,77.34,84.07,74.69
767,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (NEW),NA,1000,7400,665,521.09,633.32,78.36,82.28,5431,5145.36,5313.06,94.74,96.84,89.38,70.04,85.12,82.29,77.96,80.5
768,Southern Region,Telangana,State Sector,KOTHAGUDEM TPS (STAGE-7),NA,800,6000,509,528.6,466.72,103.85,113.26,4476,4525.09,2780.31,101.1,162.75,85.52,88.81,78.41,84.77,85.7,52.66
769,Southern Region,Telangana,State Sector,RAMAGUNDEM-B TPS,NA,62.5,420,37,26.67,12.76,72.08,209.01,307,190.01,204.92,61.89,92.72,79.57,57.35,27.44,74.42,46.06,49.68
770,Southern Region,Telangana,State Sector,YADADRI TPS,NA,0,4700,493,0,0,0,0,2422,0,0,0,0,0,0,0,0,0,0
771,Southern Region,Telangana,State Sector,TSGENCO,Coal,4042.5,32720,2575,2391.15,2350.61,92.86,101.72,23177,20977.32,17980.4,90.51,116.67,69.22,79.5,78.16,77.79,78.62,67.39
772,Southern Region,Telangana,State Sector,State Sector,Thermal,5242.5,41720,3339,2975.91,3184.74,89.13,93.44,29908,27494.85,25200.39,91.93,109.1,72.97,76.3,81.65,79.44,79.46,72.83
773,Southern Region,Telangana,State Sector,LOWER JURALA HPS,NA,240,320,10,0.28,1.2,2.8,23.33,310,111.45,430.99,35.95,25.86,NA,NA,NA,NA,NA,NA
774,Southern Region,Telangana,State Sector,NAGARJUN SGR HPS,NA,815.6,1400,34,60.85,65.9,178.97,92.34,1280,408.04,2162.42,31.88,18.87,NA,NA,NA,NA,NA,NA
775,Southern Region,Telangana,State Sector,NAGARJUN SGR LBC HPS,NA,60,69,8,0,21.52,0,0,60,0,108.06,0,0,NA,NA,NA,NA,NA,NA
776,Southern Region,Telangana,State Sector,POCHAMPAD HPS,NA,36,60,4,3.35,6.96,83.75,48.13,41,54.77,107.01,133.59,51.18,NA,NA,NA,NA,NA,NA
777,Southern Region,Telangana,State Sector,PRIYADARSHNI JURALA HPS,NA,234,320,10,0,0.3,0,0,310,101.15,452.87,32.63,22.34,NA,NA,NA,NA,NA,NA
778,Southern Region,Telangana,State Sector,PULICHINTALA HPS,NA,120,200,11,0,28.8,0,0,176,95.77,276.46,54.41,34.64,NA,NA,NA,NA,NA,NA
779,Southern Region,Telangana,State Sector,SRISAILAM LB HPS,NA,900,1600,67,30.26,97,45.16,31.2,1359,300.59,2052.29,22.12,14.65,NA,NA,NA,NA,NA,NA
780,Southern Region,Telangana,State Sector,TSGENCO,Hydro,2405.6,3969,144,94.74,221.68,65.79,42.74,3536,1071.77,5590.1,30.31,19.17,NA,NA,NA,NA,NA,NA
781,Southern Region,Telangana,State Sector,State Sector,Hydro,2405.6,3969,144,94.74,221.68,65.79,42.74,3536,1071.77,5590.1,30.31,19.17,NA,NA,NA,NA,NA,NA
782,Southern Region,Telangana,Central Sector,RAMAGUNDEM STPS,NA,2600,20150,1494,1414.7,1160.59,94.69,121.89,15072,12418.53,11521.97,82.39,107.78,77.23,73.13,60,87.83,72.37,67.14
783,Southern Region,Telangana,Central Sector,TELANGANA STPP PH-1,NA,800,7000,645,270.38,0,41.92,0,4997,1051.61,0,21.04,0,55.44,45.43,0,60.08,44.89,0
784,Southern Region,Telangana,Central Sector,NTPC Ltd.,Coal,3400,27150,2139,1685.08,1160.59,78.78,145.19,20069,13470.14,11521.97,67.12,116.91,72.11,66.61,60,81.3,69.07,67.14
785,Southern Region,Telangana,Central Sector,Central,Thermal,3400,27150,2139,1685.08,1160.59,78.78,145.19,20069,13470.14,11521.97,67.12,116.91,72.11,66.61,60,81.3,69.07,67.14
786,Southern Region,Telangana,Central Sector,Total,Thermal,8642.5,68870,5478,4660.99,4345.33,85.09,107.26,49977,40964.99,36722.36,81.97,111.55,72.63,72.49,74.47,80.17,75.72,70.95
787,Southern Region,Telangana,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
788,Southern Region,Telangana,Central Sector,Total,Hydro,2405.6,3969,144,94.74,221.68,65.79,42.74,3536,1071.77,5590.1,30.31,19.17,NA,NA,NA,NA,NA,NA
789,Southern Region,Telangana,Central Sector,Total,Telangana,11048.1,72839,5622,4755.73,4567.01,84.59,104.13,53513,42036.76,42312.46,78.55,99.35,NA,NA,NA,NA,NA,NA
790,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar DG,NA,57.52,69,6,6.85,6.83,114.17,100.29,53,65.68,76.86,123.92,85.45,NA,NA,NA,NA,NA,NA
791,Eastern Region,Andaman and Nicobar Islands,State Sector,Andaman and Nicobar ADM,Diesel,57.52,69,6,6.85,6.83,114.17,100.29,53,65.68,76.86,123.92,85.45,NA,NA,NA,NA,NA,NA
792,Eastern Region,Andaman and Nicobar Islands,State Sector,State Sector,Thermal,57.52,69,6,6.85,6.83,114.17,100.29,53,65.68,76.86,123.92,85.45,NA,NA,NA,NA,NA,NA
793,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar Pvt. DG,NA,35.19,41,3,22.66,20.42,755.33,110.97,31,187.02,57.92,603.29,322.89,NA,NA,NA,NA,NA,NA
794,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Andaman and Nicobar ADM,Diesel,35.19,41,3,22.66,20.42,755.33,110.97,31,187.02,57.92,603.29,322.89,NA,NA,NA,NA,NA,NA
795,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Pvt Sector,Thermal,35.19,41,3,22.66,20.42,755.33,110.97,31,187.02,57.92,603.29,322.89,NA,NA,NA,NA,NA,NA
796,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Thermal,92.71,110,9,29.51,27.25,327.89,108.29,84,252.7,134.78,300.83,187.49,NA,NA,NA,NA,NA,NA
797,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
798,Eastern Region,Andaman and Nicobar Islands,Pvt Sector,Total,Andaman and Nicobar Islands,92.71,110,9,29.51,27.25,327.89,108.29,84,252.7,134.78,300.83,187.49,NA,NA,NA,NA,NA,NA
799,Eastern Region,Bihar,Central Sector,NABINAGAR TPP,NA,1000,6700,444,468.44,647.03,105.5,72.4,4929,5119.25,5289.47,103.86,96.78,59.68,62.96,86.97,74.68,77.56,80.14
800,Eastern Region,Bihar,Central Sector,BRBCL,Coal,1000,6700,444,468.44,647.03,105.5,72.4,4929,5119.25,5289.47,103.86,96.78,59.68,62.96,86.97,74.68,77.56,80.14
801,Eastern Region,Bihar,Central Sector,MUZAFFARPUR TPS,NA,390,3000,271,131.3,272.93,48.45,48.11,2205,2159.89,2191.11,97.95,98.58,93.4,45.25,94.06,85.66,83.91,85.12
802,Eastern Region,Bihar,Central Sector,K.B.U.N.L,Coal,390,3000,271,131.3,272.93,48.45,48.11,2205,2159.89,2191.11,97.95,98.58,93.4,45.25,94.06,85.66,83.91,85.12
803,Eastern Region,Bihar,Central Sector,NABINAGAR STPP,NA,1980,14200,1297,1104.65,851.08,85.17,129.79,10304,11442.66,9241.86,111.05,123.81,88.04,74.99,57.77,78.85,87.56,75.82
804,Eastern Region,Bihar,Central Sector,NPGCL,Coal,1980,14200,1297,1104.65,851.08,85.17,129.79,10304,11442.66,9241.86,111.05,123.81,88.04,74.99,57.77,78.85,87.56,75.82
805,Eastern Region,Bihar,Central Sector,BARAUNI TPS,NA,710,3300,292,169.52,348.41,58.05,48.66,2572,2250.43,2675.91,87.5,84.1,55.28,32.09,65.96,54.89,48.02,57.1
806,Eastern Region,Bihar,Central Sector,BARH STPS,NA,2640,17860,1295,949.73,1240.07,73.34,76.59,13579,10349.78,9892.88,76.22,104.62,65.93,48.35,84.18,77.93,64.76,75.7
807,Eastern Region,Bihar,Central Sector,KAHALGAON TPS,NA,2340,17850,1129,1319.43,1197.68,116.87,110.17,13877,11945.05,11811.93,86.08,101.13,64.85,75.79,68.79,89.85,77.34,76.48
808,Eastern Region,Bihar,Central Sector,NTPC Ltd.,Coal,5690,39010,2716,2438.68,2786.16,89.79,87.53,30028,24545.26,24380.72,81.74,100.67,64.16,57.61,74.45,79.96,67.97,73.44
809,Eastern Region,Bihar,Central Sector,BUXAR TPP,NA,0,2000,170,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0
810,Eastern Region,Bihar,Central Sector,SJVNL,Coal,0,2000,170,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0
811,Eastern Region,Bihar,Central Sector,Central,Thermal,9060,64910,4898,4143.07,4557.2,84.59,90.91,48456,43267.06,41103.16,89.29,105.26,70.14,61.46,72.92,79.38,74.15,75.33
812,Eastern Region,Bihar,Central Sector,Total,Thermal,9060,64910,4898,4143.07,4557.2,84.59,90.91,48456,43267.06,41103.16,89.29,105.26,70.14,61.46,72.92,79.38,74.15,75.33
813,Eastern Region,Bihar,Central Sector,Total,Natural Gas,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
814,Eastern Region,Bihar,Central Sector,Total,Bihar,9060,64910,4898,4143.07,4557.2,84.59,90.91,48456,43267.06,41103.16,89.29,105.26,NA,NA,NA,NA,NA,NA
815,Eastern Region,Jharkhand,State Sector,TENUGHAT TPS,NA,420,2300,201,216.2,229.35,107.56,94.27,1699,1679.32,1979.37,98.84,84.84,64.32,69.19,73.4,61.29,60.58,71.41
816,Eastern Region,Jharkhand,State Sector,TVNL,Coal,420,2300,201,216.2,229.35,107.56,94.27,1699,1679.32,1979.37,98.84,84.84,64.32,69.19,73.4,61.29,60.58,71.41
817,Eastern Region,Jharkhand,State Sector,State Sector,Thermal,420,2300,201,216.2,229.35,107.56,94.27,1699,1679.32,1979.37,98.84,84.84,64.32,69.19,73.4,61.29,60.58,71.41
818,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-I HPS,NA,65,55,4,8.75,0.28,218.75,3125,49,46.98,87.31,95.88,53.81,NA,NA,NA,NA,NA,NA
819,Eastern Region,Jharkhand,State Sector,SUBERNREKHA-II HPS,NA,65,55,4,8.29,0.23,207.25,3604.35,49,45.01,71.22,91.86,63.2,NA,NA,NA,NA,NA,NA
820,Eastern Region,Jharkhand,State Sector,JUUNL,Hydro,130,110,8,17.04,0.51,213,3341.18,98,91.99,158.53,93.87,58.03,NA,NA,NA,NA,NA,NA
821,Eastern Region,Jharkhand,State Sector,State Sector,Hydro,130,110,8,17.04,0.51,213,3341.18,98,91.99,158.53,93.87,58.03,NA,NA,NA,NA,NA,NA
822,Eastern Region,Jharkhand,Pvt Sector,MAHADEV PRASAD STPP,NA,540,3700,323,316.09,324.76,97.86,97.33,2734,2720.61,2638.82,99.51,103.1,80.4,78.68,80.83,76.71,76.34,74.04
823,Eastern Region,Jharkhand,Pvt Sector,ADHUNIK,Coal,540,3700,323,316.09,324.76,97.86,97.33,2734,2720.61,2638.82,99.51,103.1,80.4,78.68,80.83,76.71,76.34,74.04
824,Eastern Region,Jharkhand,Pvt Sector,MAITRISHI USHA TPS,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Eastern Region,Jharkhand,Pvt Sector,CPL,Coal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Eastern Region,Jharkhand,Pvt Sector,MAITHON RB TPP,NA,1050,7400,499,706.78,715.06,141.64,98.84,5679,6124.82,6097.07,107.85,100.46,63.88,90.47,91.53,81.95,88.38,87.98
827,Eastern Region,Jharkhand,Pvt Sector,MPL,Coal,1050,7400,499,706.78,715.06,141.64,98.84,5679,6124.82,6097.07,107.85,100.46,63.88,90.47,91.53,81.95,88.38,87.98
828,Eastern Region,Jharkhand,Pvt Sector,JOJOBERA TPS,NA,240,1700,144,84.77,130.2,58.87,65.11,1264,1325.82,1323.64,104.89,100.16,80.65,47.47,72.92,79.8,83.7,83.56
829,Eastern Region,Jharkhand,Pvt Sector,TATA PCL,Coal,240,1700,144,84.77,130.2,58.87,65.11,1264,1325.82,1323.64,104.89,100.16,80.65,47.47,72.92,79.8,83.7,83.56
830,Eastern Region,Jharkhand,Pvt Sector,Pvt Sector,Thermal,1830,12800,966,1107.64,1170.02,114.66,94.67,9677,10171.25,10059.53,105.11,101.11,70.95,81.35,85.93,80.12,84.21,83.29
831,Eastern Region,Jharkhand,Central Sector,BOKARO TPS `A` EXP,NA,500,3500,329,324.58,336.57,98.66,96.44,2893,2653.65,2817.74,91.73,94.18,88.44,87.25,90.48,87.67,80.41,85.39
832,Eastern Region,Jharkhand,Central Sector,CHANDRAPURA (DVC) TPS,NA,500,3500,296,315.32,333.04,106.53,94.68,2602,2824.92,2750.42,108.57,102.71,79.57,84.76,89.53,78.85,85.6,83.35
833,Eastern Region,Jharkhand,Central Sector,KODARMA TPP,NA,1000,7000,615,507.34,666.28,82.49,76.15,5150,5139.64,5339.34,99.8,96.26,82.66,68.19,89.55,78.03,77.87,80.9
834,Eastern Region,Jharkhand,Central Sector,DVC,Coal,2000,14000,1240,1147.24,1335.89,92.52,85.88,10645,10618.21,10907.5,99.75,97.35,83.33,77.1,89.78,80.64,80.44,82.63
